,Run_Date,Master_BOL,Voyage__,Bill_Type,Carrier_Code,IMO__,Vessel_Name,Arrival_Date,US_Port_of_Unlading,Foreign_Port_of_Lading,Place_of_Receipt,Quantity,Weight__kg_,Shipper,Shipper_Address,Consignee,Consignee_Address,Commodity,Commodity_cleaned,Category,Country_Consignee,Country_Shipper,Consignee_Category,YearMonth
47358,2023-10-30,SMLU7808866A,45,Regular Bill,SMLU,9477294.0,JULIANA,2023-10-29,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"2,000 BOX",15540,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 2000 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 7329335 7329347 COLD TREATMENT TECNOLOGIA AC STARCOOL,blueberries,Fruit,USA,Colombia,USA/EU,2023-10
47359,2023-10-30,SMLU7808867A,45,Regular Bill,SMLU,9477294.0,JULIANA,2023-10-29,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",18900,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS H.S. CODE 081040 P.A. 08.10.40.00.00 TERMOGRAPHS 7329410-7329409 COLD TREATMENT VENTILATION CLOSED,blueberries,Fruit,USA,Colombia,USA/EU,2023-10
47360,2023-10-30,SMLU7808868A,45,Regular Bill,SMLU,9477294.0,JULIANA,2023-10-29,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",18840,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS H.S. CODE 081040 P.A. 08.10.40.00.00 TERMOGRAPHS 7329340-7329354 COLD TREATMENT VENTILATION CLOSED,blueberries,Fruit,USA,Colombia,USA/EU,2023-10
47361,2023-10-09,SMLU7782613A,44,Regular Bill,SMLU,9477294.0,JULIANA,2023-10-08,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",17570,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6041365 - 6041375 TEMPERATURA -0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-10
47362,2023-10-09,SMLU7782615A,44,Regular Bill,SMLU,9477294.0,JULIANA,2023-10-08,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",18790,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6041333 - 6041368 TEMPERATURA - 0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-10
47363,2023-10-09,SMLU7782616A,44,Regular Bill,SMLU,9477294.0,JULIANA,2023-10-08,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",20100,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6041275 - 6041281 TEMPERATURA -0.5 C SIN AC - ESTANDAR,blueberries,Fruit,USA,Colombia,USA/EU,2023-10
47364,2023-10-09,SMLU7782617A,44,Regular Bill,SMLU,9477294.0,JULIANA,2023-10-08,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",18640,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 7319651 - 7319660 TEMPERATURA - 0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-10
47365,2023-10-09,SMLU7782618A,44,Regular Bill,SMLU,9477294.0,JULIANA,2023-10-08,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",18770,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 081040 P.A. 08.10.40.00.00 THERMOGRAPHS 7319643- 7319666 VENTILATION CLOSED TEMPERATURE -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2023-10
47366,2023-10-09,SMLU7782619A,44,Regular Bill,SMLU,9477294.0,JULIANA,2023-10-08,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,160 BOX",18383,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 5160 CAJAS CON ARANDANOS FRESCOS HS CODE 081040 P.A. 08.10.40.00.00 THERMOGRAPHS 7319287-7319294 VENTILATION CLOSED TEMPERATURE -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2023-10
47367,2023-10-09,SMLU7782620A,44,Regular Bill,SMLU,9477294.0,JULIANA,2023-10-08,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",18612,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 081040 P.A. 08.10.40.00.00 THERMOGRAPHS 6041301-6041305 VENTILATION CLOSED TEMPERATURE -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2023-10
47368,2023-10-09,SMLU7784015A,44,Regular Bill,SMLU,9477294.0,JULIANA,2023-10-08,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",17865,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6041247 - 6041362 TEMPERATURA -0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-10
47369,2023-02-27,SMLU7527350A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,808 BOX",26484,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5808 CAJAS CON MANGOS FRESCOS HS CODE 080450 PA 08.04.50.20.00 THERMOGRAPHS 6733255 - 6733260 TEMPERATURA 7 C,mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47370,2023-02-27,SMLU7527334A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",25930,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6726657 - 6726681 TEMPERATURA 7 C,mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47371,2023-02-27,SMLU7527349A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,808 BOX",26484,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5808 CAJAS CON MANGOS FRESCOS HS CODE 080450 PA 08.04.50.20.00 TERMOGRAPHS 6733329 - 6733306 TEMPERATURA 7 C,mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47372,2023-02-27,SMLU7527352A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",25680,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6960333 - 6960232 TEMPERATURA 7 C,mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47373,2023-02-27,SMLU7527354A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",26010,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6723996 - 6960301 TEMPERATURA 7 C,mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47374,2023-02-27,SMLU7529988A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,160 BOX",18122,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 5160 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6723262 - 672357 TEMPERATURA -0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47375,2023-02-27,SMLU7529992A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"6,240 BOX",17110,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 6240 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6723265 - 6723317 TEMPERATURA -0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47376,2023-02-27,SMLU7529995A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",20540,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6723237 - 6723279 TEMPERATURA -0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47377,2023-02-27,SMLU7527348A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,808 BOX",26484,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5808 CAJAS CON MANGOS FRESCOS HS CODE 080450 PA 08.04.50.20.00 THERMOGRAPHS 6733262 - 6954212 TEMPERATURA 7 C,mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47378,2023-02-27,SMLU7527351A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",25770,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6959733 - 6960318 TEMPERATURA 7 C,mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47379,2023-02-27,SMLU7527355A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,672 BOX",25864,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5672 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6954068 - 6954074 TEMPERATURA 7 C,mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47380,2023-02-27,SMLU7529993A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"6,240 BOX",17110,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 6240 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6723261 - 6723268 TEMPERATURA -0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47381,2023-02-27,SMLU7529994A,34,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",20590,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6723567 - 6723303 TEMPERATURA -0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47382,2023-02-06,SMLU7494100A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,944 BOX",18880,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4944 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6942905 - 6942909 TEMPERATURA -0.5 C AC (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47383,2023-02-06,SMLU7494101A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",20600,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6945149 - 6942915 TEMPERATURA -0.5 C AC (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47384,2023-02-06,SMLU7494102A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",20750,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6942918 - 6945158 TEMPERATURA -0.5 C AC (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47385,2023-02-06,SMLU7504834A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",19500,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6735288 - 6735295 TEMPERATURA -0.5 C AC (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47386,2023-02-06,SMLU7504837A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",19330,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6735291 - 6735297 TEMPERATURA -0.5 C AC (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47387,2023-02-06,SMLU7502040A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",26270,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6706894 - 6706878 TEMPERATURA 7.5 C,mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47388,2023-02-06,SMLU7502042A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",26490,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,"BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6706886 - 6706924 TEMPERATURA 7,5 C VENTILATION 85 CBM",mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47389,2023-02-06,SMLU7504836A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",20560,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6735289 - 6735316 TEMPERATURA -0.5 C AC (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47390,2023-02-06,SMLU7504832A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",19610,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6942897 - 6942919 TEMPERATURA -0.5 C AC (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47391,2023-02-06,SMLU7504838A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",19210,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6735324 - 6735709 TEMPERATURA -0.5 C AC (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2023-02
47392,2023-02-06,SMLU7502041A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",26280,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,"BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6706900 - 6706901 TEMPERATURA 7,5 C VENTILATION 85 CBM",mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47393,2023-02-06,SMLU7502043A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",26210,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,"BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6706881 - 6706893 TEMPERATURA 7,5 C VENTILATION 85 CBM",mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47394,2023-02-06,SMLU7502044A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",25840,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,"BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6706895 - 6706907 TEMPERATURA 7,5 C VENTILATION 85 CBM",mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47395,2023-02-06,SMLU7502045A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",26310,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6706869 - 6706898 TEMPERATURA 7.5 C VENTILATION 85 CBM,mangoes,Fruit,USA,Colombia,USA/EU,2023-02
47396,2023-02-06,SMLU7502046A,33,Regular Bill,SMLU,9477294.0,JULIANA,2023-02-05,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",26550,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,"BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6706890 - 6706887 TEMPERATURA 7,5 C VENTILATION 85 CBM",mangoes,Fruit,USA,Colombia,USA/EU,2023-02
